anmalningsalternativKod,antagningsomgangKod,titel,organisation,studieort,utbildningsniva,undervisningssprak,studietakt,undervisningstid,undervisningsform,poang,poangEnhet,valdaAmnesNamn,examinaNamn,forkunskapskrav,studieavgiftTotal,studieavgiftDelsumma,kursbeskrivningUrl,distansBeskrivning,program,ar,startvecka,anmalningskod
80624,HT2026,"Kompletterande pedagogisk utbildning 60hp, Spanska 7-9",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKH2?occasion=80624,,True,2026,202636,HT2026-KAU-80624
80625,HT2026,"Kompletterande pedagogisk utbildning 60hp, Spanska gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"Behörighetskrav För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i gymnasieskolan 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336 och en generell examen om lägst 60 högskolepoäng på avancerad nivå, inom samma huvudområdesgrupp, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskil",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKG2?occasion=80625,,True,2026,202636,HT2026-KAU-80625
80626,HT2026,"Kompletterande pedagogisk utbildning 60hp, Svenska 7-9",Karlstads universitet,Karlstad,Grund-avancerad,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"Behörighetskrav För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i grundskolans årskurs 7-9 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKH1?occasion=80626,,True,2026,202636,HT2026-KAU-80626
80628,HT2026,"Kompletterande pedagogisk utbildning 60hp, Svenska gymnasieskolan",Karlstads universitet,Karlstad,Avancerad nivå,Svenska,100,Dagtid,Distans,"60,0",hp,"Pedagogik, utbildningsvetenskap och didaktik",,"För antagning till Kompletterande pedagogisk utbildning krävs, förutom grundläggande behörighet, särskild behörighet, SvB/Sv2B, EnA alternativt Svenska 3/Svenska som andraspråk 3 och Engelska 6, samt för ämneslärarexamen med inriktning mot arbete i gymnasieskolan 1\. en generell examen om 180 högskolepoäng på grundnivå inom en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336 och en generell examen om lägst 60 högskolepoäng på avancerad nivå, inom samma huvudområdesgrupp, eller 2\. en yrkesexamen enligt bilaga 1 SFS 2021:1336. Särskild behörighet till utbildningen har också den som har 1\. en äldre generell examen om lägst det antal högskolepoäng som framgår av 12 eller 13 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, 2\. en äldre generell examen om lägst det antal högskolepoäng som sammantaget framgår av 14 § och som motsvarar en huvudområdesgrupp enligt bilaga 1 SFS 2021:1336, eller 3\. en äldre yrkesexamen som motsvarar en yrkesexamen enligt bilaga 1 SFS 2021:1336. Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS",120000,60000,https://www.kau.se/utbildning/program-och-kurser/program/LAKG1?occasion=80628,,True,2026,202636,HT2026-KAU-80628
83170,HT2026,"Kompletterande pedagogisk utbildning 90hp, inriktning 7-9",Luleå tekniska universitet,Ortsoberoende,Grund-avancerad,Svenska,100,Dagtid,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap | Pedagogik",Ämneslärarexamen,Grundläggande behörighet,171000,57000,https://www.ltu.se/utbildning/program/lykpg-kompletterande-pedagogisk-utbildning,,True,2026,202636,HT2026-LTU-83170
83169,HT2026,"Kompletterande pedagogisk utbildning 90hp, inriktning gymnasiet",Luleå tekniska universitet,Ortsoberoende,Grund-avancerad,Svenska,100,Dagtid,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap | Pedagogik",Ämneslärarexamen,Grundläggande behörighet,171000,57000,https://www.ltu.se/utbildning/program/lykpg-kompletterande-pedagogisk-utbildning,,True,2026,202636,HT2026-LTU-83169
19676,HT2026,"Kompletterande pedagogisk utbildning för Grundlärare i Matematik, No och Teknik för årskurs 4-6",Högskolan i Gävle,Ortsoberoende,Grundnivå,Svenska,100,Dagtid,Distans,"75,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Teknik och teknisk industri | Naturvetenskap | Matematik",Grundlärarexamen,Grundläggande behörighet på grundnivå samt - Generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt SFS 2024:1031 och UHRFS 2025:1 eller - Yrkesexamen enligt SFS 2024:1031 eller - Äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt SFS 2024:1031 eller - Äldre yrkesexamen som motsvarar en yrkesexamen enligt SFS 2024:1031 Endast examen från land som är part i konventionen om erkännande av bevis avseende högre utbildning i Europaregionen den 11 april 1997 kan ligga till grund till särskild behörighet (SFS 2021:1336).,159000,79500,https://edu.hig.se/web/sv/82b5fb90-9dd3-11f0-8cad-0597b3e4449e,,True,2026,202636,HT2026-HIG-19676
P6002,HT2026,Kompletterande pedagogisk utbildning för årskurs 7 - 9 och gymnasiet - Estetiska ämnen - distans med campusträffar,Umeå universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Distans,"90,0",hp,"Konst, design och media | Pedagogik, utbildningsvetenskap och didaktik | Utbildningsvetenskap | Musik",Ämneslärarexamen,"Grundläggande behörighet. Särskild behörighet till utbildningen har den som har ämneskunskaper omfattande minst 90 högskolepoäng ämnesstudier i ett av undervisningsämnena i grundskolans årskurs 7-9: bild, musik, textilslöjd eller trä- och metallslöjd. Särskild behörighet till utbildning som avses i föregående mening har också den som - har ämneskunskaper som har sådan relevans för undervisningsämnet att det kan anses motsvara de poängkrav som anges där, eller - genom svensk eller utländsk utbildning, praktisk erfarenhet eller på grund av någon annan omständighet har förutsättningar att tillgodogöra sig utbildningen.",191100,63700,http://www.umu.se/utbildning/program-kurser/program/?code=LYKPU,,True,2026,202636,HT2026-UMU-P6002
P6004,HT2026,Kompletterande pedagogisk utbildning för årskurs 7 - 9 och gymnasiet - Hem- och konsumentkunskap - distans med campusträffar,Umeå universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Hälsa och sjukvård | Utbildningsvetenskap | Kostvetenskap",Ämneslärarexamen,"Grundläggande behörighet. Särskild behörighet till utbildningen har den som har ämneskunskaper omfattande minst 90 högskolepoäng ämnesstudier i undervisningsämnet hem- och konsumentkunskap i grundskolans årskurs 7-9. Särskild behörighet till utbildning som avses i föregående mening har också den som - har ämneskunskaper som har sådan relevans för undervisningsämnet att det kan anses motsvara de poängkrav som anges där, eller - genom svensk eller utländsk utbildning, praktisk erfarenhet eller på grund av någon annan omständighet har förutsättningar att tillgodogöra sig utbildningen.",191100,63700,http://www.umu.se/utbildning/program-kurser/program/?code=LYKPU,,True,2026,202636,HT2026-UMU-P6004
P6006,HT2026,"Kompletterande pedagogisk utbildning för årskurs 7 - 9 och gymnasiet - Matematik, naturvetenskapliga ämnen eller teknik - distans med campusträffar",Umeå universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Distans,"90,0",hp,"Matematik | Biologi | Fysik | Kemi | Pedagogik, utbildningsvetenskap och didaktik | Teknik och teknisk industri | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet. Särskild behörighet till utbildningen har den som har ämneskunskaper omfattande minst 120 högskolepoäng ämnesstudier i undervisningsämnet naturkunskap i gymnasieskolan, eller minst 90 högskolepoäng ämnesstudier i ett av undervisningsämnena i grundskolans årskurs 7-9: biologi, fysik, kemi, matematik eller teknik. Särskild behörighet till utbildning som avses i föregående mening har också den som - har ämneskunskaper som har sådan relevans för undervisningsämnet att det kan anses motsvara de poängkrav som anges där, eller - genom svensk eller utländsk utbildning, praktisk erfarenhet eller på grund av någon annan omständighet har förutsättningar att tillgodogöra sig utbildningen.",191100,63700,http://www.umu.se/utbildning/program-kurser/program/?code=LYKPU,,True,2026,202636,HT2026-UMU-P6006
P6008,HT2026,Kompletterande pedagogisk utbildning för årskurs 7 - 9 och gymnasiet - Specialidrott - distans med campusträffar,Umeå universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Distans,"90,0",hp,"Pedagogik, utbildningsvetenskap och didaktik | Hälsa och sjukvård | Idrott | Utbildningsvetenskap",Ämneslärarexamen,"Grundläggande behörighet. Särskild behörighet till utbildningen har den som har ämneskunskaper omfattande minst 120 högskolepoäng ämnesstudier i undervisningsämnet specialidrott i gymnasieskolan. Särskild behörighet till utbildning som avses i föregående mening har också den som - har ämneskunskaper som har sådan relevans för undervisningsämnet att det kan anses motsvara de poängkrav som anges där, eller - genom svensk eller utländsk utbildning, praktisk erfarenhet eller på grund av någon annan omständighet har förutsättningar att tillgodogöra sig utbildningen.",191100,63700,http://www.umu.se/utbildning/program-kurser/program/?code=LYKPU,,True,2026,202636,HT2026-UMU-P6008
P6010,HT2026,Kompletterande pedagogisk utbildning för årskurs 7 - 9 och gymnasiet - Språk - distans med campusträffar,Umeå universitet,Umeå,Grundnivå,Svenska,100,Dagtid,Distans,"90,0",hp,Spanska | Franska | Samiska | Utbildningsvetenskap | Finska | Svenska som andraspråk | Tyska,Ämneslärarexamen,"Grundläggande behörighet. Särskild behörighet till utbildningen har den som har ämneskunskaper omfattande minst 90 högskolepoäng ämnesstudier i ett av undervisningsämnena i grundskolans årskurs 7-9: finska, franska, samiska, spanska, svenska, svenska som andraspråk eller tyska. Särskild behörighet till utbildning som avses i föregående mening har också den som - har ämneskunskaper som har sådan relevans för undervisningsämnet att det kan anses motsvara de poängkrav som anges där, eller - genom svensk eller utländsk utbildning, praktisk erfarenhet eller på grund av någon annan omständighet har förutsättningar att tillgodogöra sig utbildningen.",191100,63700,http://www.umu.se/utbildning/program-kurser/program/?code=LYKPU,,True,2026,202636,HT2026-UMU-P6010
17076,39SULANH26,Kompletterande pedagogisk utbildning för ämneslärarexamen,Stockholms universitet,Stockholm,Avancerad nivå,Svenska,100,Dagtid,Normal,"90,0",hp,Utbildningsvetenskap,Ämneslärarexamen,"Svenska 3 och Engelska 6 eller motsvarande. Ämneskunskaper i ett till tre undervisningsämnen enligt följande: För årskurs 7-9 med ett undervisningsämne, 90 hp. För årskurs 7-9 med två undervisningsämnen, 90 hp respektive 60 hp. För årskurs 7-9 med tre undervisningsämnen, 90 hp, 45 hp respektive 45 hp. För gymnasieskolan med ett undervisningsämne, 120 hp. För gymnasieskolan med två undervisningsämnen, 120 respektive 90 hp. För ämnena samhällskunskap och svenska för 7-9 krävs alltid ämnesstudier om 90 hp. För ämnena samhällskunskap och svenska för gymnasieskolan krävs alltid ämnesstudier om 120 hp. För ämnet biologi för 7-9 krävs alltid minst ämnesstudier om 60 hp. Naturkunskap som 90 hp-ämne är endast möjligt i kombination med biologi eller kemi. Ämnesstudierna ska inkludera minst ett självständigt arbete om 15 hp. För lärarexamen mot årskurs 7-9 krävs behörighet för ett, två eller tre av nedanstående ämnen: Biologi Engelska Finska Franska Fysik Geografi Historia Kemi Matematik Religionskunskap Samhällskunskap Spanska Svenska Svenska som andraspråk Teckenspråk Teknik Tyska För lärarexamen mot gymnasiet krävs behörighet för ett e",153750,51250,https://su.se/utbildningskatalog/LK90Y?semester=HT2026&eventcode=17076,,True,2026,202636,39SULANH26-SU-17076
17077,39SULANH26,"Kompletterande pedagogisk utbildning för ämneslärarexamen i franska, spanska och tyska",Stockholms universitet,Stockholm,Grundnivå,Svenska,100,Dagtid,Normal,"60,0",hp,Utbildningsvetenskap,Ämneslärarexamen,"För lärarexamen mot årskurs 7-9 krävs en generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt bilaga 1 till Förordning (2021:1337) om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen, eller en yrkesexamen enligt bilaga 1 till Förordning (2021:1337) om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen, eller en äldre generell examen om lägst motsvarande 180 hp och som motsvarar en huvudområdesgrupp enligt bilaga 1 till Förordning (2021:1337) om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen, eller en äldre yrkesexamen som motsvarar en yrkesexamen enligt Förordning (2021:1337) om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen. För lärarexamen mot gymnasiet krävs en generell examen om 180 hp på grundnivå inom en huvudområdesgrupp enligt bilaga 1 till Förordning (2021:1337) om försöksverksamhet med kompletterande pedagogisk utbildning som leder till grundlärarexamen eller ämneslärarexamen och en generell exa",153750,76875,https://su.se/utbildningskatalog/LK6SY?semester=HT2026&eventcode=17077,,True,2026,202636,39SULANH26-SU-17077
